,country,continent,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious,cases/1M_pop,deaths/1M_pop,total_tests,tests/1M_pop,population,Date
118,Sierra Leone,Africa,"1,225",+49,51 ,,686,488,,154,6,,,"7,969,522",2020-06-16
119,Tunisia,Africa,"1,125",+15,49 ,,"1,002",74,,95,4,"61,430","5,200","11,813,579",2020-06-16
120,Hong Kong,Asia,"1,113",,4 ,,"1,069",40,3,149,0.5,"275,293","36,732","7,494,577",2020-06-16
121,Latvia,Europe,"1,098",+1,28 ,,875,195,1,582,15,"129,836","68,812","1,886,823",2020-06-16
122,Niger,Africa,"1,016",+36,66 ,,885,65,,42,3,"6,317",261,"24,158,588",2020-06-16
123,Cyprus,Asia,985,,18 ,,816,151,4,816,15,"142,912","118,401","1,207,015",2020-06-16
124,Jordan,Asia,981,+2,9 ,,693,279,3,96,0.9,"292,623","28,691","10,199,034",2020-06-16
125,Burkina Faso,Africa,895,+1,53 ,,807,35,,43,3,,,"20,874,685",2020-06-16
126,Yemen,Asia,885,+41,214 ,+6,91,580,,30,7,120,4,"29,795,150",2020-06-16
127,Congo,Africa,883,,27 ,,391,465,,160,5,,,"5,511,524",2020-06-16
128,Georgia,Asia,879,,14 ,,724,141,6,220,4,"78,158","19,591","3,989,431",2020-06-16
129,Andorra,Europe,854,+1,52 ,+1,789,13,8,"11,053",673,"3,750","48,537","77,261",2020-06-16
130,Chad,Africa,853,+3,74 ,+1,720,59,,52,5,,,"16,402,021",2020-06-16
131,Uruguay,South America,849,+1,24 ,+1,801,24,3,244,7,"54,486","15,687","3,473,283",2020-06-16
132,Cabo Verde,Africa,781,+21,7 ,,354,420,,"1,405",13,"1,307","2,352","555,740",2020-06-16
133,Uganda,Africa,724,+19, ,,351,373,,16,,"150,654","3,299","45,665,591",2020-06-16
134,Diamond Princess,Other,712,,13 ,,651,48,4,,,,, ,2020-06-16
135,San Marino,Europe,694,,42 ,,590,62,,"20,455","1,238","5,413","159,544","33,928",2020-06-16
136,Sao Tome and Principe,Africa,671,+9,12 ,,182,477,,"3,064",55,"1,464","6,686","218,976",2020-06-16
137,Malta,Europe,656,+6,9 ,,608,39,1,"1,486",20,"84,053","190,381","441,500",2020-06-16
138,Mozambique,Africa,638,+29,4 ,+1,160,474,,20,0.1,"20,263",649,"31,211,470",2020-06-16
139,Rwanda,Africa,636,+24,2 ,,338,296,,49,0.2,"96,801","7,483","12,936,672",2020-06-16
140,Jamaica,North America,621,+4,10 ,,449,162,2,210,3,"16,947","5,724","2,960,681",2020-06-16
141,Channel Islands,Europe,568,,48 ,,512,8,,"3,268",276,"10,255","59,005","173,799",2020-06-16
142,Malawi,Africa,564,+9,6 ,,73,485,4,30,0.3,"8,523",446,"19,105,730",2020-06-16
143,Togo,Africa,537,+6,13 ,,344,180,2,65,2,"25,589","3,094","8,269,473",2020-06-16
144,Benin,Africa,532,+49,9 ,,236,287,2,44,0.7,"37,301","3,081","12,107,579",2020-06-16
145,Eswatini,Africa,520,+14,4 ,,259,257,5,448,3,"6,551","5,649","1,159,675",2020-06-16
146,Palestine,Asia,514,+9,3 ,,415,96,,101,0.6,"44,876","8,807","5,095,772",2020-06-16
147,Liberia,Africa,509,+11,33 ,,222,254,,101,7,,,"5,052,009",2020-06-16
148,Tanzania,Africa,509,,21 ,,183,305,7,9,0.4,,,"59,648,351",2020-06-16
149,Réunion,Africa,495,,1 ,,460,34,2,553,1,"17,200","19,217","895,063",2020-06-16
150,Libya,Africa,484,+17,10 ,,76,398,,70,1,"14,029","2,043","6,867,331",2020-06-16
151,Taiwan,Asia,445,,7 ,,433,5,,19,0.3,"74,699","3,137","23,815,210",2020-06-16
152,Zimbabwe,Africa,391,+4,4 ,,62,325,,26,0.3,"52,905","3,562","14,853,642",2020-06-16
153,Mauritius,Africa,337,,10 ,,325,2,,265,8,"137,789","108,351","1,271,692",2020-06-16
154,Isle of Man,Europe,336,,24 ,,312,0,,"3,952",282,"5,620","66,105","85,016",2020-06-16
155,Vietnam,Asia,334,, ,,325,9,1,3,,"275,000","2,826","97,303,556",2020-06-16
156,Montenegro,Europe,326,,9 ,,315,2,,519,14,"13,186","20,995","628,063",2020-06-16
157,Myanmar,Asia,262,,6 ,,179,77,,5,0.1,"53,351",981,"54,395,646",2020-06-16
158,Suriname,South America,236,+7,6 ,+1,48,182,2,402,10,"1,165","1,987","586,422",2020-06-16
159,Martinique,North America,202,,14 ,,98,90,,538,37,,,"375,275",2020-06-16
160,Comoros,Africa,197,+21,3 ,+1,127,67,,227,3,,,"868,739",2020-06-16
161,Mongolia,Asia,197,, ,,109,88,8,60,,"18,570","5,669","3,275,982",2020-06-16
162,Cayman Islands,North America,193,+6,1 ,,123,69,,"2,938",15,"18,220","277,363","65,690",2020-06-16
163,Faeroe Islands,Europe,187,, ,,187,0,,"3,828",,"11,162","228,467","48,856",2020-06-16
164,Syria,Asia,177,,6 ,,78,93,,10,0.3,,,"17,480,189",2020-06-16
165,Gibraltar,Europe,176,, ,,174,2,,"5,224",,"10,272","304,889","33,691",2020-06-16
